CMDdriver	GasFeedback	targetVel	AccX	AccY	CMD_acc	GpsSpeed
0.0000	0.3300	26.2205	1.5389	0.0000	1.4965	76.1248
0.0000	0.3100	26.2496	1.4015	0.0000	1.5867	76.2297
0.0000	0.3100	26.2786	1.4015	0.0000	1.6692	76.2297
0.0000	0.3700	26.3076	1.7739	0.0000	1.5082	76.4652
0.0000	0.3200	26.3366	1.4713	0.0000	1.4952	76.5753
0.0000	0.3177	26.3655	1.4468	0.0000	1.6227	76.6797
0.0000	0.3600	26.3946	1.6998	0.0000	1.6375	76.7953
0.0000	0.3400	26.4235	1.5842	0.0000	1.4837	76.9139
0.0000	0.3100	26.4526	1.3756	0.0000	1.5514	77.0229
0.0000	0.3500	26.4817	1.6437	0.0000	1.6763	77.1387
0.0000	0.3604	26.5106	1.7100	0.0000	1.5134	77.2609
0.0000	0.3200	26.5397	1.4722	0.0000	1.4712	77.3724
0.0000	0.3100	26.5686	1.3978	0.0000	1.6132	77.4750
0.0000	0.3100	26.5976	1.3978	0.0000	1.6582	77.4750
0.0000	0.3700	26.6266	1.7717	0.0000	1.4644	77.7126
0.0000	0.3100	26.6556	1.4085	0.0000	1.4817	77.8189
0.0000	0.3300	26.6846	1.5147	0.0000	1.6475	77.9257
0.0000	0.3600	26.7136	1.7023	0.0000	1.5834	78.0433
0.0000	0.3300	26.7426	1.5176	0.0000	1.4687	78.1595
0.0000	0.3100	26.7717	1.3811	0.0000	1.5782	78.2657
0.0000	0.3500	26.8006	1.6414	0.0000	1.6600	78.3813
0.0000	0.3560	26.8295	1.6815	0.0000	1.5019	78.5018
0.0000	0.3200	26.8588	1.4682	0.0000	1.4757	78.6125
0.0000	0.3124	26.8875	1.4105	0.0000	1.6030	78.7156
0.0000	0.3124	26.9167	1.4105	0.0000	1.6380	78.7156
0.0000	0.3600	26.9456	1.7078	0.0000	1.4510	78.9495
0.0000	0.3100	26.9747	1.4046	0.0000	1.4557	79.0547
0.0000	0.3263	27.0036	1.4920	0.0000	1.6380	79.1602
0.0000	0.3600	27.0327	1.7006	0.0000	1.5852	79.2771
0.0000	0.3300	27.0616	1.5157	0.0000	1.4580	79.3933
0.0000	0.3100	27.0906	1.3793	0.0000	1.5677	79.4993
0.0000	0.3500	27.1196	1.6395	0.0000	1.6494	79.6148
0.0000	0.3432	27.1487	1.6031	0.0000	1.4915	79.7309
0.0000	0.3100	27.1775	1.4032	0.0000	1.5116	79.8365
0.0000	0.3400	27.2066	1.5787	0.0000	1.6318	79.9443
0.0000	0.3400	27.2357	1.5787	0.0000	1.5258	79.9443
0.0000	0.3200	27.2646	1.4577	0.0000	1.4539	80.1682
0.0000	0.3100	27.2936	1.3960	0.0000	1.5965	80.2695
0.0000	0.3500	27.3228	1.6328	0.0000	1.6341	80.3824
0.0000	0.3404	27.3516	1.5874	0.0000	1.4904	80.4982
0.0000	0.3100	27.3807	1.3896	0.0000	1.5162	80.6056
0.0000	0.3400	27.4096	1.6053	0.0000	1.6347	80.7113
0.0000	0.3494	27.4390	1.6395	0.0000	1.5050	80.8287
0.0000	0.3200	27.4676	1.4635	0.0000	1.4824	80.9371
0.0000	0.3161	27.4967	1.4323	0.0000	1.5878	81.0408
0.0000	0.3500	27.5257	1.6420	0.0000	1.6067	81.1522
0.0000	0.3500	27.5547	1.6420	0.0000	1.4796	81.1522
0.0000	0.3100	27.5836	1.3941	0.0000	1.5176	81.3703
0.0000	0.3400	27.6127	1.5743	0.0000	1.6275	81.4812
0.0000	0.3570	27.6417	1.6812	0.0000	1.5181	81.6002
0.0000	0.3200	27.6707	1.4600	0.0000	1.4518	81.7116
