CMDdriver	GasFeedback	BrakeFeedback	AccX	AccY	CMD_acc	GpsSpeed
CMDdriver	GasFeedback	BrakeFeedback	AccX	AccY	CMD_acc	GpsSpeed
0.0000	0.3600	0.0000	1.3873	0.0000	1.3329	70.5461
0.0000	0.3600	0.0000	1.3877	0.0000	1.3200	70.6460
0.0000	0.3600	0.0000	1.3882	0.0000	1.3070	70.7459
0.0000	0.3500	0.0000	1.3259	0.0000	1.2940	70.8436
0.0000	0.3500	0.0000	1.3273	0.0000	1.2809	70.9392
0.0000	0.3500	0.0000	1.3282	0.0000	1.2677	71.0348
0.0000	0.3400	0.0000	1.2544	0.0000	1.2545	71.1298
0.0000	0.3400	0.0000	1.2675	0.0000	1.2411	71.2209
0.0000	0.3400	0.0000	1.2697	0.0000	1.2276	71.3123
0.0000	0.3400	0.0000	1.2712	0.0000	1.2141	71.4038
0.0000	0.3300	0.0000	1.1982	0.0000	1.2005	71.4938
0.0000	0.3300	0.0000	1.2116	0.0000	1.1868	71.5810
0.0000	0.3300	0.0000	1.2131	0.0000	1.1729	71.6683
0.0000	0.3300	0.0000	1.2145	0.0000	1.1591	71.7557
0.0000	0.3200	0.0000	1.1528	0.0000	1.1452	71.8410
0.0000	0.3200	0.0000	1.1549	0.0000	1.1311	71.9241
0.0000	0.3200	0.0000	1.1561	0.0000	1.1169	72.0074
0.0000	0.3100	0.0000	1.0830	0.0000	1.1028	72.0900
0.0000	0.3100	0.0000	1.0957	0.0000	1.0886	72.1687
0.0000	0.3100	0.0000	1.0978	0.0000	1.0742	72.2477
0.0000	0.3100	0.0000	1.0992	0.0000	1.0598	72.3269
0.0000	0.3100	0.0000	1.1002	0.0000	1.0453	72.4061
0.0000	0.3100	0.0000	1.1008	0.0000	1.0309	72.4853
0.0000	0.3100	0.0000	1.1012	0.0000	1.0162	72.5646
0.0000	0.3000	0.0000	1.0425	0.0000	1.0016	72.6412
0.0000	0.3000	0.0000	1.0395	0.0000	0.9868	72.7161
0.0000	0.3000	0.0000	1.0401	0.0000	0.9721	72.7910
0.0000	0.2900	0.0000	0.9641	0.0000	0.9572	72.8647
0.0000	0.2900	0.0000	0.9791	0.0000	0.9422	72.9351
0.0000	0.2900	0.0000	0.9803	0.0000	0.9273	73.0057
0.0000	0.2800	0.0000	0.9211	0.0000	0.9122	73.0738
0.0000	0.2800	0.0000	0.9207	0.0000	0.8972	73.1401
0.0000	0.2800	0.0000	0.9221	0.0000	0.8819	73.2064
0.0000	0.2800	0.0000	0.9235	0.0000	0.8667	73.2729
0.0000	0.2700	0.0000	0.8573	0.0000	0.8515	73.3390
0.0000	0.2700	0.0000	0.8625	0.0000	0.8362	73.4010
0.0000	0.2700	0.0000	0.8648	0.0000	0.8208	73.4632
0.0000	0.2600	0.0000	0.7958	0.0000	0.8054	73.5237
0.0000	0.2600	0.0000	0.8055	0.0000	0.7898	73.5817
0.0000	0.2600	0.0000	0.8070	0.0000	0.7744	73.6398
0.0000	0.2500	0.0000	0.7521	0.0000	0.7589	73.6977
0.0000	0.2500	0.0000	0.7465	0.0000	0.7433	73.7513
0.0000	0.2500	0.0000	0.7493	0.0000	0.7277	73.8052
0.0000	0.2500	0.0000	0.7508	0.0000	0.7120	73.8593
0.0000	0.2500	0.0000	0.7520	0.0000	0.6962	73.9134
0.0000	0.2500	0.0000	0.7528	0.0000	0.6805	73.9676
0.0000	0.2400	0.0000	0.6943	0.0000	0.6647	74.0191
0.0000	0.2400	0.0000	0.6919	0.0000	0.6489	74.0690
0.0000	0.2400	0.0000	0.6928	0.0000	0.6330	74.1188
0.0000	0.2300	0.0000	0.6173	0.0000	0.6171	74.1675
0.0000	0.2300	0.0000	0.6321	0.0000	0.6011	74.2130
0.0000	0.2300	0.0000	0.6335	0.0000	0.5852	74.2585
0.0000	0.2200	0.0000	0.5740	0.0000	0.5692	74.3017
0.0000	0.2200	0.0000	0.5739	0.0000	0.5532	74.3430
0.0000	0.2200	0.0000	0.5754	0.0000	0.5371	74.3844
0.0000	0.2200	0.0000	0.5768	0.0000	0.5211	74.4259
0.0000	0.2100	0.0000	0.5110	0.0000	0.5050	74.4670
0.0000	0.2100	0.0000	0.5157	0.0000	0.4888	74.5040
0.0000	0.2100	0.0000	0.5179	0.0000	0.4727	74.5413
0.0000	0.2000	0.0000	0.4490	0.0000	0.4566	74.5769
0.0000	0.2000	0.0000	0.4585	0.0000	0.4403	74.6098
0.0000	0.2000	0.0000	0.4601	0.0000	0.4242	74.6429
0.0000	0.1900	0.0000	0.4054	0.0000	0.4080	74.6759
0.0000	0.1900	0.0000	0.3996	0.0000	0.3918	74.7045
0.0000	0.1900	0.0000	0.4023	0.0000	0.3756	74.7334
0.0000	0.1900	0.0000	0.4039	0.0000	0.3593	74.7625
0.0000	0.1900	0.0000	0.4051	0.0000	0.3430	74.7916
0.0000	0.1900	0.0000	0.4059	0.0000	0.3268	74.8208
0.0000	0.1800	0.0000	0.3472	0.0000	0.3105	74.8474
0.0000	0.1800	0.0000	0.3450	0.0000	0.2942	74.8723
0.0000	0.1800	0.0000	0.3460	0.0000	0.2780	74.8971
